;rede_id;redner_id;redner_name;fraktion;rolle_kurz;sitzung-nr;sitzung-datum;rede_länge;anti_eliticm;people_centrism;left_wing_ideology;right_wing_ideology
16956;ID2015509900;11004802;Helge Lindh;SPD;;155;23.02.2024;648;0.06348336;0.03954774;0.007407092;0.022810733
16957;ID2015510000;11004304;Alexander Hoffmann;CDU/CSU;;155;23.02.2024;637;0.17409453;0.011505556;0.016281575;0.029805083
16958;ID2015510100;11004733;Erhard Grundl;BÜNDNIS 90/DIE GRÜNEN;;155;23.02.2024;678;0.2173293;0.064224705;0.012610122;0.030858083
16959;ID2015510200;11005075;Philipp Hartewig;FDP;;155;23.02.2024;714;0.056287356;0.012094019;0.0064484477;0.0048228195
16960;ID2015510300;11004437;Nina Warken;CDU/CSU;;155;23.02.2024;779;0.15057586;0.03800076;0.007482804;0.008681776
16961;ID2015510400;11005249;Maja Wallstein;SPD;;155;23.02.2024;1046;0.08573036;0.044212915;0.0077292207;0.0077505126
16962;ID2015510500;11005027;Ingo Bodtke;FDP;;155;23.02.2024;201;0.0113143595;0.015742145;0.006070011;0.003263917
16963;ID2015510600;11003746;Sevim Dağdelen;BSW;;155;23.02.2024;397;0.020633698;0.011300423;0.007798366;0.004140206
16964;ID2015510700;11004701;Esther Dilcher;SPD;;155;23.02.2024;548;0.009931493;0.011885849;0.005567317;0.0038924112
16965;ID2015510800;11005054;Ariane Fäscher;SPD;;155;23.02.2024;158;0.013332743;0.014829639;0.0072952174;0.004149146
16966;ID2015510900;11005056;Sebastian Fiedler;SPD;;155;23.02.2024;721;0.018575516;0.008061562;0.005864802;0.00439555
16967;ID2015511000;11005063;Dr. Jonas Geissler;CDU/CSU;;155;23.02.2024;37;0.017363066;0.0056624804;0.005131356;0.0030603944
16968;ID2015511100;11004291;Sebastian Hartmann;SPD;;155;23.02.2024;886;0.033983838;0.007967341;0.005783208;0.0039914306
16969;ID2015511200;11005107;Dr. Kristian Klinck;SPD;;155;23.02.2024;268;0.015256068;0.04149562;0.006192874;0.0050348574
16970;ID2015511300;11005112;Simona Koß;SPD;;155;23.02.2024;408;0.006464058;0.012718179;0.006370319;0.0040327962
16971;ID2015511400;11005115;Dunja Kreiser;SPD;;155;23.02.2024;317;0.009669755;0.008052517;0.0059247;0.0036759612
16972;ID2015511500;11004397;Udo Schiefner;SPD;;155;23.02.2024;303;0.0067314385;0.03737225;0.027335308;0.003779275
16973;ID2015511600;11005219;Stefan Seidler;FRAKTIONSLOS;;155;23.02.2024;48;0.007998812;0.0073437314;0.0044769305;0.0035059461
16974;ID2015511700;11004931;Nicole Westig;FDP;;155;23.02.2024;272;0.008565432;0.012264729;0.007388562;0.0037780963
16975;ID2015400200;11003516;Alexander Dobrindt;CDU/CSU;;154;22.02.2024;1161;0.19644685;0.0073042945;0.021105945;0.009696049
16976;ID2015400300;11005089;Verena Hubertz;SPD;;154;22.02.2024;654;0.02620681;0.010911184;0.005106099;0.0044817957
16977;ID2015400400;11004761;Leif-Erik Holm;AFD;;154;22.02.2024;625;0.1739802;0.080363065;0.028893737;0.0502688
16978;ID2015400500;11004705;Christian Dürr;FDP;;154;22.02.2024;916;0.061989244;0.0070586167;0.0047690277;0.0038707135
16979;ID2015400600;11005011;Andreas Audretsch;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;747;0.16093488;0.01059712;0.020373661;0.0057331533
16980;ID2015400700;11003638;Jens Spahn;CDU/CSU;;154;22.02.2024;2197;0.15779436;0.01367234;0.010097091;0.0063185645
16981;ID2015400800;11004442;Bernd Westphal;SPD;;154;22.02.2024;706;0.16448627;0.009473632;0.016688462;0.006365328
16982;ID2015400900;11004752;Karsten Hilse;AFD;;154;22.02.2024;469;0.3924517;0.062232878;0.0752006;0.12427325
16983;ID2015401000;11004763;Reinhard Houben;FDP;;154;22.02.2024;451;0.2473088;0.009819481;0.025123773;0.00638518
16984;ID2015401100;11005260;Janine Wissler;DIE LINKE;;154;22.02.2024;528;0.29517367;0.019557804;0.041782342;0.0092808865
16985;ID2015401200;11005039;Dr. Sandra Detzer;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;607;0.06936144;0.025139142;0.007985993;0.0046281894
16986;ID2015401300;11003566;Julia Klöckner;CDU/CSU;;154;22.02.2024;838;0.06403798;0.0149310725;0.01605154;0.005314752
16987;ID2015401400;11005191;Sebastian Roloff;SPD;;154;22.02.2024;982;0.07207028;0.018427467;0.0058249086;0.004762156
16988;ID2015401500;11003753;Klaus Ernst;BSW;;154;22.02.2024;356;0.11019481;0.010250584;0.009889435;0.004124443
16989;ID2015401600;11005019;Katharina Beck;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;501;0.14868076;0.009882776;0.013366712;0.0042080902
16990;ID2015401700;11005053;Robert Farle;FRAKTIONSLOS;;154;22.02.2024;239;0.25670132;0.0074191056;0.052391328;0.09824912
16991;ID2015401800;11005256;Lena Werner;SPD;;154;22.02.2024;780;0.013294553;0.012408384;0.006771616;0.0056211757
16992;ID2015401900;11002735;Friedrich Merz;CDU/CSU;;154;22.02.2024;1356;0.109817624;0.024006337;0.0067254817;0.0052445205
16993;ID2015402000;11005229;Dr. Ralf Stegner;SPD;;154;22.02.2024;733;0.21344534;0.04279792;0.050159648;0.0077744825
16994;ID2015402100;11005157;Matthias Moosdorf;AFD;;154;22.02.2024;574;0.037159007;0.0060515604;0.0047923783;0.005967849
16995;ID2015402200;11005045;Deborah Düring;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;556;0.07156727;0.009777675;0.0065738405;0.0044965544
16996;ID2015402300;11004799;Ulrich Lechte;FDP;;154;22.02.2024;753;0.1619272;0.01638686;0.0069279717;0.005873892
16997;ID2015402400;11004050;Jürgen Hardt;CDU/CSU;;154;22.02.2024;513;0.043179948;0.008812409;0.0053427033;0.005143736
16998;ID2015402500;11005000;Sanae Abdi;SPD;;154;22.02.2024;547;0.069018334;0.013214457;0.0060644946;0.0054531423
16999;ID2015402600;11004807;Rüdiger Lucassen;AFD;;154;22.02.2024;325;0.21327332;0.015946785;0.010901313;0.00768742
17000;ID2015402700;11004762;Ottmar Wilhelm von Holtz;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;431;0.100313656;0.0086356485;0.0062738545;0.0050742035
17001;ID2015402800;11004712;Dr. Marcus Faber;FDP;;154;22.02.2024;608;0.013860397;0.009241171;0.0044649383;0.0043721795
17002;ID2015402900;11004709;Thomas Erndl;CDU/CSU;;154;22.02.2024;562;0.12346451;0.009045071;0.0058082337;0.0050972356
17003;ID2015403000;11005169;Jörg Nürnberger;SPD;;154;22.02.2024;803;0.043783803;0.016294599;0.004769256;0.004343334
17004;ID2015403100;11000756;Dr. Gregor Gysi;DIE LINKE;;154;22.02.2024;407;0.1925429;0.0063921465;0.013206494;0.035073325
17005;ID2015403200;11005164;Sara Nanni;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;645;0.11107467;0.0064370683;0.005681589;0.0042324527
17006;ID2015403300;11003746;Sevim Dağdelen;BSW;;154;22.02.2024;295;0.34292495;0.00733703;0.03633251;0.009944466
17007;ID2015403400;11004259;Dr. Karamba Diaby;SPD;;154;22.02.2024;360;0.048471477;0.025824614;0.011694804;0.004856877
17008;ID2015403600;11004182;Dr. Johann David Wadephul;CDU/CSU;;154;22.02.2024;931;0.06911138;0.013736317;0.0049506044;0.005095734
17009;ID2015403700;11004106;Agnieszka Brugger;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;818;0.11465844;0.024358748;0.006591315;0.0054355934
17010;ID2015403800;11004709;Thomas Erndl;CDU/CSU;;154;22.02.2024;52;0.017575562;0.005093079;0.0037313446;0.003829852
17011;ID2015403900;11004106;Agnieszka Brugger;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;155;0.16262339;0.0070889955;0.005486221;0.0034285123
17012;ID2015404000;11004724;Dr. Alexander Gauland;AFD;;154;22.02.2024;402;0.062165093;0.006990701;0.004851227;0.0048096115
17013;ID2015404100;11004906;Dr. Marie-Agnes Strack-Zimmermann;FDP;;154;22.02.2024;886;0.040196594;0.022081643;0.0045871693;0.0046927207
17014;ID2015404200;11004296;Gabriela Heinrich;SPD;;154;22.02.2024;726;0.027207065;0.024554765;0.0055494756;0.005029164
17015;ID2015404300;11004048;Florian Hahn;CDU/CSU;;154;22.02.2024;670;0.2694777;0.010991369;0.0106998505;0.0061731027
17016;ID2015404400;11005246;Robin Wagener;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;747;0.06874222;0.028980084;0.008567161;0.0061500487
17017;ID2015404500;11005157;Matthias Moosdorf;AFD;;154;22.02.2024;503;0.14173836;0.0074312184;0.0051150597;0.010681745
17018;ID2015404600;11003802;Michael Georg Link;FDP;;154;22.02.2024;428;0.009168189;0.050124023;0.005285349;0.004371834
17019;ID2015404700;11004848;Sören Pellmann;DIE LINKE;;154;22.02.2024;466;0.1655657;0.009613039;0.03280718;0.0068352395
17020;ID2015404800;11005241;Derya Türk-Nachbaur;SPD;;154;22.02.2024;824;0.062409543;0.017219096;0.005100623;0.0049441
17021;ID2015404900;11003753;Klaus Ernst;BSW;;154;22.02.2024;365;0.013953682;0.009315675;0.0042258506;0.0043029245
17022;ID2015405000;11004068;Roderich Kiesewetter;CDU/CSU;;154;22.02.2024;2116;0.077800095;0.010043442;0.0051757586;0.0051009953
17023;ID2015405100;11004764;Johannes Huber;FRAKTIONSLOS;;154;22.02.2024;257;0.08833539;0.046130076;0.0055055865;0.012496945
17024;ID2015405200;11005045;Deborah Düring;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;409;0.011692502;0.03317093;0.0053192116;0.005058258
17025;ID2015405300;11005053;Robert Farle;FRAKTIONSLOS;;154;22.02.2024;213;0.1478859;0.005774396;0.005501946;0.0050670425
17026;ID2015405400;11004226;Wolfgang Hellmich;SPD;;154;22.02.2024;387;0.033920933;0.035488933;0.0049810424;0.0052811666
17027;ID2015405500;11005203;Bernd Schattner;AFD;;154;22.02.2024;594;0.20092246;0.08198337;0.019288585;0.07758802
17028;ID2015405600;11004355;Susanne Mittag;SPD;;154;22.02.2024;665;0.08024958;0.011173077;0.0049454505;0.00808396
17029;ID2015405700;11003706;Artur Auernhammer;CDU/CSU;;154;22.02.2024;643;0.093965076;0.049662616;0.01422334;0.012053178
17030;ID2015405800;11005145;Dr.-Ing. Zoe Mayer;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;604;0.06995055;0.015725313;0.0062551377;0.0086579425
17031;ID2015405900;11004754;Dr. Gero Clemens Hocker;FDP;;154;22.02.2024;1310;0.13925347;0.012412802;0.006507173;0.0057860524
17032;ID2015406000;11005189;Frank Rinck;AFD;;154;22.02.2024;569;0.15056391;0.026968673;0.029919839;0.028990716
17033;ID2015406100;11005081;Anke Hennig;SPD;;154;22.02.2024;607;0.02524079;0.018160153;0.005383737;0.0048914826
17034;ID2015406200;11004915;Hans-Jürgen Thies;CDU/CSU;;154;22.02.2024;603;0.19196336;0.0062889964;0.008767114;0.0056828484
17035;ID2015406300;11004858;Stephan Protschka;AFD;;154;22.02.2024;180;0.14743368;0.006659249;0.005774289;0.0035840534
17036;ID2015406400;11004915;Hans-Jürgen Thies;CDU/CSU;;154;22.02.2024;170;0.081242;0.006452288;0.004960305;0.004663293
17037;ID2015406500;11005225;Dr. Anne Monika Spallek;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;361;0.10157688;0.008284134;0.025534764;0.006855339
17038;ID2015406600;11005027;Ingo Bodtke;FDP;;154;22.02.2024;553;0.01903875;0.05732272;0.0069128987;0.005419342
17039;ID2015406700;11005123;Ina Latendorf;DIE LINKE;;154;22.02.2024;460;0.053373244;0.03784931;0.031892687;0.0041833613
17040;ID2015406800;11005103;Dr. Franziska Kersten;SPD;;154;22.02.2024;712;0.0583856;0.010670422;0.007814509;0.0045639817
17041;ID2015406900;11004369;Ingrid Pahlmann;CDU/CSU;;154;22.02.2024;622;0.11796943;0.051938154;0.028824985;0.0092108585
17042;ID2015407000;11005017;Karl Bär;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;658;0.12284432;0.008717257;0.044932503;0.00560154
17043;ID2015407100;11004168;Dieter Stier;CDU/CSU;;154;22.02.2024;803;0.21634935;0.03954238;0.024502829;0.009954865
17044;ID2015407200;11005204;Johannes Schätzl;SPD;;154;22.02.2024;482;0.0071829506;0.018003507;0.005140139;0.0046665007
17045;ID2015407300;11004169;Stephan Stracke;CDU/CSU;;154;22.02.2024;673;0.2239555;0.025202906;0.011472473;0.03904682
17046;ID2015407400;11005165;Rasha Nasr;SPD;;154;22.02.2024;736;0.20938978;0.059897777;0.037893094;0.019781556
17047;ID2015407500;11004900;René Springer;AFD;;154;22.02.2024;643;0.30903685;0.07890606;0.03808033;0.09773387
17048;ID2015407600;11005011;Andreas Audretsch;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;815;0.010828619;0.019155335;0.0126897665;0.00448291
17049;ID2015407700;11005238;Jens Teutrine;FDP;;154;22.02.2024;726;0.11908832;0.049325805;0.018343383;0.012133105
17050;ID2015407800;11004342;Andrea Lindholz;CDU/CSU;;154;22.02.2024;708;0.092646934;0.009311605;0.005054596;0.0062008426
17051;ID2015407900;11005108;Annika Klose;SPD;;154;22.02.2024;796;0.09265674;0.010416021;0.010435644;0.0054156203
17052;ID2015408000;11004857;Filiz Polat;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;818;0.015956754;0.0308077;0.013033263;0.004745025
17053;ID2015408100;11004385;Martina Renner;DIE LINKE;;154;22.02.2024;308;0.11821341;0.042515256;0.059570726;0.0064377836
17054;ID2015408200;11004796;Konstantin Kuhle;FDP;;154;22.02.2024;868;0.019330261;0.027760852;0.004882341;0.004996974
17055;ID2015408400;11004802;Helge Lindh;SPD;;154;22.02.2024;790;0.10580122;0.024467764;0.009471893;0.028190939
17056;ID2015408500;11003753;Klaus Ernst;BSW;;154;22.02.2024;349;0.008471899;0.009235596;0.004761259;0.0043718084
17057;ID2015408600;11005159;Maximilian Mörseburg;CDU/CSU;;154;22.02.2024;662;0.20915158;0.0107434;0.006019103;0.00730207
17058;ID2015408800;11004262;Michael Donth;CDU/CSU;;154;22.02.2024;629;0.12051922;0.005470133;0.008788802;0.0042855344
17059;ID2015408900;11003816;Detlef Müller;SPD;;154;22.02.2024;710;0.028026639;0.008475454;0.004975938;0.004383247
17060;ID2015409000;11004933;Wolfgang Wiehle;AFD;;154;22.02.2024;556;0.16309942;0.016926864;0.01886058;0.013826296
17061;ID2015409100;11004278;Matthias Gastel;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;875;0.01059684;0.018170174;0.0056508533;0.00412502
17062;ID2015409200;11004789;Carina Konrad;FDP;;154;22.02.2024;383;0.011685628;0.0085255215;0.0047987313;0.004237144
17063;ID2015409300;11004087;Ulrich Lange;CDU/CSU;;154;22.02.2024;628;0.1448835;0.0063838013;0.06826426;0.0052949404
17064;ID2015409400;11005213;Christian Schreider;SPD;;154;22.02.2024;402;0.049793236;0.009006592;0.005789331;0.0045909723
17065;ID2015409500;11004865;Bernd Riexinger;DIE LINKE;;154;22.02.2024;293;0.17456716;0.041720662;0.059920646;0.0054076314
17066;ID2015409600;11005219;Stefan Seidler;FRAKTIONSLOS;;154;22.02.2024;275;0.014992178;0.008092831;0.0046227695;0.004570752
17067;ID2015409700;11005240;Anja Troff-Schaffarzyk;SPD;;154;22.02.2024;467;0.0148835555;0.020723525;0.005690308;0.0044040717
17068;ID2015409800;11005002;Knut Abraham;CDU/CSU;;154;22.02.2024;489;0.030728329;0.014042649;0.005033162;0.0056835157
17069;ID2015409900;11003199;Dietmar Nietan;SPD;;154;22.02.2024;846;0.0100886375;0.011897369;0.0038738549;0.004404596
17070;ID2015410000;11004692;Petr Bystron;AFD;;154;22.02.2024;500;0.21754926;0.04104103;0.04196063;0.04122208
17071;ID2015410100;11005226;Merle Spellerberg;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;438;0.0127645815;0.066353075;0.008808142;0.005184131
17072;ID2015410200;11005150;Anikó Glogowski-Merten;FDP;;154;22.02.2024;499;0.010274126;0.013318031;0.0047368845;0.0045329113
17073;ID2015410300;11004938;Paul Ziemiak;CDU/CSU;;154;22.02.2024;665;0.05104699;0.011966626;0.019756448;0.007434861
17074;ID2015410400;11004881;Johannes Schraps;SPD;;154;22.02.2024;852;0.01947094;0.007272673;0.0045030257;0.0048414986
17075;ID2015410500;11005111;Chantal Kopf;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;422;0.014219266;0.013815892;0.004491883;0.004775987
17076;ID2015410600;11004427;Dr. Volker Ullrich;CDU/CSU;;154;22.02.2024;305;0.009699078;0.015856188;0.004232804;0.0045296066
17077;ID2015410700;11005234;Konrad Stockmeier;FDP;;154;22.02.2024;259;0.016410291;0.03500695;0.0055315294;0.005183703
17078;ID2015410900;11004337;Dr. Katja Leikert;CDU/CSU;;154;22.02.2024;496;0.02616198;0.010333347;0.005860148;0.004446174
17079;ID2015411100;11005264;Joachim Wundrak;AFD;;154;22.02.2024;589;0.022140577;0.011522471;0.006712751;0.0053504715
17080;ID2015411200;11004666;Jens Beeck;FDP;;154;22.02.2024;652;0.008477461;0.033600334;0.004893662;0.0053259498
17081;ID2015411300;11004800;Jens Lehmann;CDU/CSU;;154;22.02.2024;362;0.00907274;0.011156559;0.004805088;0.004511988
17082;ID2015411400;11004639;Jürgen Coße;SPD;;154;22.02.2024;527;0.007972921;0.025845662;0.0050634537;0.0046830936
17083;ID2015411500;11004427;Dr. Volker Ullrich;CDU/CSU;;154;22.02.2024;413;0.07145132;0.0070555047;0.020470908;0.005710608
17084;ID2015411600;11004917;Alexander Throm;CDU/CSU;;154;22.02.2024;599;0.0847498;0.011123274;0.004655487;0.005010197
17085;ID2015411700;11004959;Dorothee Martin;SPD;;154;22.02.2024;754;0.09838391;0.05454232;0.019520996;0.0050304327
17086;ID2015411800;11004749;Martin Hess;AFD;;154;22.02.2024;636;0.2538194;0.058351293;0.01290433;0.07669317
17087;ID2015411900;11004969;Marcel Emmerich;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;486;0.23969173;0.011558678;0.010037242;0.03272805
17088;ID2015412000;11004175;Stephan Thomae;FDP;;154;22.02.2024;555;0.012229821;0.016655542;0.0059710885;0.004716508
17089;ID2015412100;11004152;Detlef Seif;CDU/CSU;;154;22.02.2024;479;0.038519025;0.01118614;0.004610812;0.004642781
17090;ID2015412200;11004802;Helge Lindh;SPD;;154;22.02.2024;755;0.18471505;0.01657927;0.008989926;0.0058934977
17091;ID2015412300;11005261;Mechthilde Wittmann;CDU/CSU;;154;22.02.2024;466;0.12834431;0.01182447;0.0059661316;0.008285315
17092;ID2015412400;11005173;Julian Pahlke;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;565;0.30911973;0.0280543;0.045660634;0.022842843
17093;ID2015412600;11003542;Markus Grübel;CDU/CSU;;154;22.02.2024;510;0.031331286;0.019022819;0.004816064;0.0048729535
17094;ID2015412700;11005264;Joachim Wundrak;AFD;;154;22.02.2024;406;0.089090995;0.005406803;0.008747915;0.0049647097
17095;ID2015412800;11005223;Rainer Semet;FDP;;154;22.02.2024;551;0.013069717;0.010632266;0.0051675118;0.0048556374
17096;ID2015412900;11004427;Dr. Volker Ullrich;CDU/CSU;;154;22.02.2024;363;0.010150169;0.020362657;0.005379401;0.005108682
17097;ID2015413000;11004259;Dr. Karamba Diaby;SPD;;154;22.02.2024;417;0.0071519967;0.04101741;0.006083048;0.004953773
17098;ID2015413100;11005190;Lars Rohwer;CDU/CSU;;154;22.02.2024;620;0.010909731;0.042917468;0.005734201;0.004631424
17099;ID2015413200;11005040;Martin Diedenhofen;SPD;;154;22.02.2024;932;0.04401817;0.10701999;0.0075927344;0.0054841302
17100;ID2015413300;11004836;Sebastian Münzenmaier;AFD;;154;22.02.2024;653;0.22273143;0.06976011;0.02125818;0.011253118
17101;ID2015413400;11005130;Anja Liebert;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;417;0.007962522;0.046160128;0.0058582504;0.004901543
17102;ID2015413500;11004929;Sandra Weeser;FDP;;154;22.02.2024;721;0.0112885125;0.05794506;0.0062351953;0.0044236095
17103;ID2015413600;11004152;Detlef Seif;CDU/CSU;;154;22.02.2024;650;0.031534776;0.043057334;0.00575168;0.0044178646
17104;ID2015413700;11005194;Dr. Thorsten Rudolph;SPD;;154;22.02.2024;602;0.091141164;0.044410884;0.007411886;0.004836542
17105;ID2015413800;11004288;Dr. André Hahn;DIE LINKE;;154;22.02.2024;360;0.06367274;0.0104654925;0.0060607945;0.0040158373
17106;ID2015413900;11004215;Harald Ebner;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;392;0.08984849;0.1298974;0.01289973;0.0069690472
17107;ID2015414000;11004056;Ansgar Heveling;CDU/CSU;;154;22.02.2024;352;0.040436372;0.052744497;0.012218327;0.0053801974
17108;ID2015414100;11004270;Dr. Johannes Fechner;SPD;;154;22.02.2024;638;0.039790403;0.027423093;0.03344699;0.004133511
17109;ID2015414200;11004891;Thomas Seitz;AFD;;154;22.02.2024;479;0.2454954;0.008669593;0.100167185;0.009669022
17110;ID2015414300;11005132;Helge Limburg;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;564;0.12564296;0.019533064;0.060661204;0.006678306
17111;ID2015414400;11004427;Dr. Volker Ullrich;CDU/CSU;;154;22.02.2024;388;0.012952921;0.0071595656;0.004373177;0.0038232475
17112;ID2015414500;11005049;Sonja Eichwede;SPD;;154;22.02.2024;395;0.07476946;0.12077616;0.06931097;0.006133818
17113;ID2015414600;11004715;Susanne Ferschl;DIE LINKE;;154;22.02.2024;306;0.06111955;0.03248118;0.013192062;0.0039865146
17114;ID2015414700;11004039;Michael Gerdes;SPD;;154;22.02.2024;218;0.022056399;0.007849737;0.008497474;0.004235067
17115;ID2015414800;11004365;Wilfried Oellers;CDU/CSU;;154;22.02.2024;452;0.040869396;0.008671223;0.008632868;0.0047315797
17116;ID2015414900;11004117;Beate Müller-Gemmeke;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;406;0.009984125;0.0100508565;0.005551492;0.0042330655
17117;ID2015415000;11004781;Norbert Kleinwächter;AFD;;154;22.02.2024;564;0.11768383;0.027126266;0.025310304;0.041831356
17118;ID2015415100;11004075;Pascal Kober;FDP;;154;22.02.2024;150;0.08420099;0.008407937;0.0050573354;0.0042550606
17119;ID2015415200;11003858;Alexander Ulrich;BSW;;154;22.02.2024;371;0.01244216;0.010158095;0.0062402072;0.004005926
17120;ID2015415300;11004073;Axel Knoerig;CDU/CSU;;154;22.02.2024;486;0.029422397;0.029343931;0.0066072885;0.0043684132
17121;ID2015415400;11005058;Maximilian Funke-Kaiser;FDP;;154;22.02.2024;462;0.008101417;0.010062052;0.0052024485;0.0046751075
17122;ID2015415500;11005266;Nicolas Zippelius;CDU/CSU;;154;22.02.2024;674;0.10106804;0.0060333866;0.006885672;0.0045251683
17123;ID2015415600;11004603;Dr. Jens Zimmermann;SPD;;154;22.02.2024;452;0.13165863;0.00999794;0.05652401;0.009925068
17124;ID2015415700;11005209;Eugen Schmidt;AFD;;154;22.02.2024;326;0.20688456;0.05792468;0.009659573;0.03740137
17125;ID2015415800;11005013;Tobias B. Bacherle;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;651;0.016225342;0.009030761;0.0053177797;0.0045941197
17126;ID2015415900;11002666;Hermann Gröhe;CDU/CSU;;154;22.02.2024;438;0.082765944;0.014058657;0.0058520404;0.0064081624
17127;ID2015416000;11005195;Tina Rudolph;SPD;;154;22.02.2024;729;0.032153897;0.0072546364;0.0041445666;0.004090076
17128;ID2015416100;11005018;Dr. Christina Baum;AFD;;154;22.02.2024;324;0.31795108;0.007901134;0.019214377;0.012185661
17129;ID2015416200;11004327;Dr. Georg Kippels;CDU/CSU;;154;22.02.2024;418;0.015782136;0.008919033;0.0041272542;0.0046167537
17130;ID2015416300;11004060;Andrej Hunko;BSW;;154;22.02.2024;309;0.112073824;0.0069152606;0.05155965;0.0060937493
17131;ID2015416400;11005262;Dr. Herbert Wollmann;SPD;;154;22.02.2024;377;0.077089354;0.0077980044;0.0053017987;0.0054768105
17132;ID2015416500;11005053;Robert Farle;FRAKTIONSLOS;;154;22.02.2024;145;0.106836475;0.008542377;0.08683643;0.0071595497
17133;ID2015416600;11004095;Lars Lindemann;FDP;;154;22.02.2024;186;0.016908543;0.022434175;0.004284577;0.004213766
17134;ID2015416700;11004270;Dr. Johannes Fechner;SPD;;154;22.02.2024;218;0.052098155;0.007191856;0.005326448;0.0050432435
17135;ID2015416800;11004678;Stephan Brandner;AFD;;154;22.02.2024;550;0.37753743;0.023506714;0.13788779;0.020351296
17136;ID2015416900;11004788;Jörn König;AFD;;154;22.02.2024;442;0.21656245;0.03316892;0.029410701;0.054871928
17137;ID2015417000;11004864;Bernd Reuther;FDP;;154;22.02.2024;354;0.060876478;0.007827691;0.004954969;0.0050850897
17138;ID2015417100;11004800;Jens Lehmann;CDU/CSU;;154;22.02.2024;433;0.073022306;0.024808446;0.005487871;0.005643816
17139;ID2015417200;11004418;Johannes Steiniger;CDU/CSU;;154;22.02.2024;673;0.08202825;0.007451286;0.0077701034;0.009467825
17140;ID2015417300;11005170;Lennard Oehl;SPD;;154;22.02.2024;508;0.0079583805;0.008212595;0.005407966;0.0041003856
17141;ID2015417400;11004788;Jörn König;AFD;;154;22.02.2024;350;0.07565999;0.0067332303;0.008967686;0.0063638766
17142;ID2015417500;11005129;Dr. Thorsten Lieb;FDP;;154;22.02.2024;534;0.008952951;0.019282132;0.00503851;0.0043565617
17143;ID2015417600;11004427;Dr. Volker Ullrich;CDU/CSU;;154;22.02.2024;178;0.009119291;0.016702048;0.0044617583;0.0043698736
17144;ID2015417700;11004678;Stephan Brandner;AFD;;154;22.02.2024;508;0.14227732;0.009226117;0.008688764;0.00525859
17145;ID2015417800;11005052;Martina Englhardt-Kopf;CDU/CSU;;154;22.02.2024;658;0.008608866;0.027379474;0.0049844766;0.0043416894
17146;ID2015417900;11005031;Dirk Brandes;AFD;;154;22.02.2024;352;0.31090075;0.012913988;0.035131417;0.05935616
17147;ID2015418000;11005149;Susanne Menge;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;497;0.008571752;0.010128103;0.005030815;0.0043629957
17148;ID2015418100;11004678;Stephan Brandner;AFD;;154;22.02.2024;106;0.019273203;0.006035502;0.0042021177;0.0037802765
17149;ID2015418200;11004175;Stephan Thomae;FDP;;154;22.02.2024;25;0.012723692;0.0065478063;0.0039928253;0.0038950555
17150;ID2015418300;11004854;Dr. Christoph Ploß;CDU/CSU;;154;22.02.2024;350;0.16313867;0.007211774;0.0062703635;0.0062139267
17151;ID2015418400;11004899;Dr. Dirk Spaniel;AFD;;154;22.02.2024;477;0.16488212;0.0074709095;0.0061934795;0.0049640243
17152;ID2015418500;11004726;Stefan Gelbhaar;BÜNDNIS 90/DIE GRÜNEN;;154;22.02.2024;598;0.0846213;0.006842799;0.0059809084;0.005288762
17153;ID2015418700;11004753;Nicole Höchst;AFD;;154;22.02.2024;426;0.12946042;0.0125790825;0.006985373;0.0076523544
17154;ID2015418800;11005028;Friedhelm Boginski;FDP;;154;22.02.2024;249;0.014566098;0.062427104;0.009909413;0.033548303
17155;ID2015418900;11005001;Valentin Abel;FDP;;154;22.02.2024;356;0.0700388;0.059833817;0.0073059862;0.006276324
17156;ID2015419000;11004003;Christine Aschenberg-Dugnus;FDP;;154;22.02.2024;196;0.086462356;0.0056826174;0.0052090674;0.004507853
